Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
Least Angle Regression,55745.9176,57441532365.3084,75935.9391,-9264828057.1696,3.5911,27052.0644,0.266,"(3, 5, 9)"
K Neighbors Regressor,0.3047,0.3252,0.5602,0.9447,0.2061,0.106,0.276,"(3, 5, 10)"
Light Gradient Boosting Machine,1.0182,2.0256,1.4127,0.6529,0.4749,0.3164,0.345,"(3, 5, 10)"
Extra Trees Regressor,1.0483,2.1154,1.4466,0.6365,0.4794,0.3091,0.402,"(3, 5, 10)"
Random Forest Regressor,1.0609,2.2432,1.4908,0.6144,0.4942,0.3015,0.772,"(3, 5, 10)"
Decision Tree Regressor,1.1953,4.1913,2.0435,0.2699,0.6298,0.4049,0.282,"(3, 5, 10)"
Gradient Boosting Regressor,1.2618,2.931,1.7054,0.4943,0.5487,0.3741,0.566,"(3, 5, 10)"
Linear Regression,1.6602,4.4978,2.1155,0.2244,0.6483,0.5523,0.264,"(3, 5, 10)"
Bayesian Ridge,1.7273,4.7167,2.1663,0.188,0.6664,0.5667,0.281,"(3, 5, 10)"
Ridge Regression,1.7405,4.7484,2.1736,0.1825,0.6687,0.5762,0.268,"(3, 5, 10)"
AdaBoost Regressor,1.8335,4.7934,2.1858,0.1722,0.7085,0.6769,0.325,"(3, 5, 10)"
Orthogonal Matching Pursuit,1.9307,5.4436,2.3295,0.0615,0.7069,0.6874,0.276,"(3, 5, 10)"
Elastic Net,1.9467,5.4812,2.3377,0.0551,0.7118,0.6972,0.273,"(3, 5, 10)"
Huber Regressor,1.9513,5.917,2.4278,-0.0183,0.7038,0.6168,0.274,"(3, 5, 10)"
Lasso Regression,1.9663,5.5748,2.3576,0.0391,0.7182,0.7076,0.26,"(3, 5, 10)"
Lasso Least Angle Regression,1.9663,5.5748,2.3576,0.0391,0.7182,0.7076,0.286,"(3, 5, 10)"
Dummy Regressor,2.0207,5.8377,2.4128,-0.006,0.7336,0.7293,0.266,"(3, 5, 10)"
Passive Aggressive Regressor,3.0165,13.069,3.4677,-1.2274,0.9626,1.4492,0.272,"(3, 5, 10)"
Least Angle Regression,51962.3652,34062877500.01,67195.6131,-6292215718.9053,5.7351,25981.4311,0.276,"(3, 5, 10)"
K Neighbors Regressor,0.2938,0.286,0.5241,0.9501,0.1976,0.1096,0.255,"(3, 5, 12)"
Light Gradient Boosting Machine,0.9955,1.9324,1.3871,0.6567,0.4746,0.3216,0.354,"(3, 5, 12)"
Extra Trees Regressor,1.0032,1.9159,1.381,0.66,0.4729,0.3114,0.395,"(3, 5, 12)"
Random Forest Regressor,1.0387,2.1254,1.4539,0.6245,0.4916,0.3105,0.762,"(3, 5, 12)"
Decision Tree Regressor,1.1937,3.8792,1.9626,0.3128,0.6351,0.4632,0.28,"(3, 5, 12)"
Gradient Boosting Regressor,1.2141,2.6738,1.6328,0.5251,0.5374,0.386,0.574,"(3, 5, 12)"
Linear Regression,1.6921,4.6838,2.1602,0.1726,0.6638,0.5861,0.276,"(3, 5, 12)"
Ridge Regression,1.7989,5.0504,2.2437,0.1081,0.6898,0.6243,0.275,"(3, 5, 12)"
AdaBoost Regressor,1.8146,4.7385,2.174,0.1599,0.7173,0.7253,0.319,"(3, 5, 12)"
Bayesian Ridge,1.8502,5.2343,2.2841,0.0759,0.6987,0.6624,0.273,"(3, 5, 12)"
Huber Regressor,1.862,5.8748,2.4188,-0.035,0.6882,0.577,0.257,"(3, 5, 12)"
Orthogonal Matching Pursuit,1.8885,5.4557,2.3315,0.0375,0.707,0.6902,0.268,"(3, 5, 12)"
Elastic Net,1.8972,5.4902,2.339,0.0314,0.7111,0.6925,0.271,"(3, 5, 12)"
Lasso Regression,1.9058,5.5328,2.3482,0.0238,0.7143,0.6941,0.277,"(3, 5, 12)"
Lasso Least Angle Regression,1.9058,5.5328,2.3482,0.0238,0.7143,0.6941,0.273,"(3, 5, 12)"
Dummy Regressor,1.9504,5.6838,2.3803,-0.003,0.7233,0.7179,0.281,"(3, 5, 12)"
Passive Aggressive Regressor,2.5329,11.4258,3.3304,-1.0405,0.9916,0.9061,0.264,"(3, 5, 12)"
Least Angle Regression,1.5121592243802827e+98,3.952773663705847e+197,1.9881583598158993e+98,-6.9152887071919184e+196,25.6409,7.858347860834999e+97,0.288,"(3, 5, 12)"
K Neighbors Regressor,0.2759,0.2656,0.5085,0.9495,0.1906,0.1076,0.273,"(3, 5, 13)"
Random Forest Regressor,0.9596,1.8823,1.3625,0.647,0.4655,0.3045,0.814,"(3, 5, 13)"
Light Gradient Boosting Machine,0.9608,1.8241,1.341,0.6582,0.461,0.3236,0.343,"(3, 5, 13)"
Extra Trees Regressor,0.966,1.767,1.3235,0.6677,0.4545,0.3167,0.395,"(3, 5, 13)"
Decision Tree Regressor,1.1122,3.8195,1.9404,0.2829,0.6118,0.3973,0.277,"(3, 5, 13)"
Gradient Boosting Regressor,1.1617,2.4674,1.5649,0.5347,0.5157,0.3854,0.583,"(3, 5, 13)"
Linear Regression,1.6149,4.2508,2.0544,0.1993,0.639,0.5733,0.261,"(3, 5, 13)"
Ridge Regression,1.6949,4.5019,2.1162,0.1503,0.6587,0.6002,0.272,"(3, 5, 13)"
Bayesian Ridge,1.7136,4.562,2.1309,0.1386,0.6626,0.6126,0.27,"(3, 5, 13)"
AdaBoost Regressor,1.7163,4.226,2.0527,0.2006,0.6764,0.6824,0.341,"(3, 5, 13)"
Orthogonal Matching Pursuit,1.8461,5.09,2.2533,0.0382,0.6867,0.6974,0.271,"(3, 5, 13)"
Huber Regressor,1.8515,5.4849,2.3384,-0.0352,0.674,0.6105,0.285,"(3, 5, 13)"
Elastic Net,1.8546,5.1224,2.2601,0.0326,0.6903,0.7008,0.274,"(3, 5, 13)"
Lasso Regression,1.8608,5.1513,2.2663,0.0275,0.6926,0.7018,0.277,"(3, 5, 13)"
Lasso Least Angle Regression,1.8608,5.1513,2.2663,0.0275,0.6926,0.7018,0.268,"(3, 5, 13)"
Dummy Regressor,1.9095,5.3182,2.3035,-0.0051,0.7029,0.7281,0.274,"(3, 5, 13)"
Passive Aggressive Regressor,2.1957,7.7933,2.6961,-0.4793,0.757,0.8689,0.271,"(3, 5, 13)"
Least Angle Regression,228324.5175,1165923946529.7004,351853.5989,-193564853622.3044,5.7403,122803.1096,0.27,"(3, 5, 13)"
K Neighbors Regressor,0.2967,0.2993,0.543,0.9475,0.2078,0.1054,0.281,"(3, 5, 15)"
Random Forest Regressor,0.9646,1.8656,1.3603,0.673,0.467,0.2839,0.771,"(3, 5, 15)"
Light Gradient Boosting Machine,0.9709,1.8831,1.3662,0.6702,0.462,0.3124,0.344,"(3, 5, 15)"
Extra Trees Regressor,0.9891,1.8831,1.365,0.6716,0.4676,0.2981,0.395,"(3, 5, 15)"
Decision Tree Regressor,1.1175,3.7096,1.9098,0.3443,0.6087,0.3912,0.287,"(3, 5, 15)"
Gradient Boosting Regressor,1.1399,2.4171,1.5513,0.5748,0.5221,0.3479,0.561,"(3, 5, 15)"
Linear Regression,1.6167,4.3461,2.08,0.238,0.6354,0.5387,0.275,"(3, 5, 15)"
Ridge Regression,1.7068,4.6473,2.1517,0.184,0.6618,0.5751,0.276,"(3, 5, 15)"
Bayesian Ridge,1.7235,4.7038,2.1648,0.1743,0.6649,0.5862,0.276,"(3, 5, 15)"
AdaBoost Regressor,1.7644,4.5794,2.1371,0.1942,0.6969,0.6873,0.33,"(3, 5, 15)"
Orthogonal Matching Pursuit,1.8524,5.2459,2.2874,0.078,0.6884,0.6758,0.276,"(3, 5, 15)"
Elastic Net,1.8641,5.2833,2.2957,0.0714,0.693,0.6804,0.273,"(3, 5, 15)"
Lasso Regression,1.8744,5.3306,2.306,0.0629,0.6967,0.6841,0.265,"(3, 5, 15)"
Lasso Least Angle Regression,1.8744,5.3306,2.306,0.0629,0.6967,0.6841,0.274,"(3, 5, 15)"
Huber Regressor,1.894,5.8151,2.4073,-0.0207,0.6817,0.6092,0.279,"(3, 5, 15)"
Dummy Regressor,1.9524,5.7272,2.3902,-0.0064,0.7155,0.7156,0.275,"(3, 5, 15)"
Passive Aggressive Regressor,2.7516,13.2087,3.4621,-1.3358,0.8802,1.0279,0.277,"(3, 5, 15)"
Least Angle Regression,17806.6913,3053806828.518,23665.1621,-521414940.9111,6.1451,8382.8507,0.277,"(3, 5, 15)"
K Neighbors Regressor,0.2884,0.2907,0.5305,0.9441,0.2053,0.1064,0.271,"(3, 5, 16)"
Random Forest Regressor,0.9347,1.7553,1.3228,0.6596,0.4554,0.286,0.811,"(3, 5, 16)"
Light Gradient Boosting Machine,0.9467,1.7956,1.3366,0.651,0.455,0.3083,0.344,"(3, 5, 16)"
Extra Trees Regressor,0.9494,1.7614,1.3237,0.6573,0.4524,0.2971,0.402,"(3, 5, 16)"
Decision Tree Regressor,1.051,3.3494,1.8271,0.3488,0.5846,0.3983,0.282,"(3, 5, 16)"
Gradient Boosting Regressor,1.1044,2.1733,1.4724,0.578,0.5,0.3631,0.6,"(3, 5, 16)"
Linear Regression,1.5814,4.0338,2.0066,0.2195,0.6295,0.5483,0.27,"(3, 5, 16)"
Ridge Regression,1.6745,4.398,2.096,0.1509,0.6492,0.5858,0.275,"(3, 5, 16)"
AdaBoost Regressor,1.6896,4.1925,2.0462,0.1911,0.6672,0.6428,0.313,"(3, 5, 16)"
Bayesian Ridge,1.7015,4.5203,2.1254,0.127,0.6553,0.603,0.271,"(3, 5, 16)"
Orthogonal Matching Pursuit,1.7967,4.8872,2.2098,0.0565,0.6767,0.6604,0.273,"(3, 5, 16)"
Elastic Net,1.8049,4.9204,2.2171,0.0506,0.6799,0.6634,0.269,"(3, 5, 16)"
Lasso Regression,1.8111,4.9523,2.2242,0.0447,0.682,0.6643,0.273,"(3, 5, 16)"
Lasso Least Angle Regression,1.8111,4.9523,2.2242,0.0447,0.682,0.6643,0.27,"(3, 5, 16)"
Huber Regressor,1.8324,5.3785,2.3172,-0.0365,0.6736,0.5972,0.277,"(3, 5, 16)"
Dummy Regressor,1.8818,5.209,2.2809,-0.0042,0.6977,0.7029,0.27,"(3, 5, 16)"
Passive Aggressive Regressor,2.9311,11.5497,3.3339,-1.2146,0.9513,1.5148,0.272,"(3, 5, 16)"
Least Angle Regression,237.2325,341743.7353,317.6677,-68211.5585,2.6734,110.2504,0.26,"(3, 5, 16)"
K Neighbors Regressor,0.3042,0.3067,0.549,0.9456,0.214,0.1134,0.284,"(3, 5, 17)"
Extra Trees Regressor,0.9639,1.804,1.3413,0.6808,0.4485,0.3036,0.39,"(3, 5, 17)"
Light Gradient Boosting Machine,0.9785,1.8857,1.3708,0.6662,0.4623,0.3184,0.347,"(3, 5, 17)"
Random Forest Regressor,0.9947,1.9462,1.3918,0.6559,0.4706,0.3025,0.781,"(3, 5, 17)"
Decision Tree Regressor,1.0606,3.6494,1.8922,0.3618,0.5969,0.3835,0.283,"(3, 5, 17)"
Gradient Boosting Regressor,1.198,2.6438,1.6218,0.5314,0.5295,0.3732,0.576,"(3, 5, 17)"
Linear Regression,1.6441,4.4062,2.0958,0.2214,0.6501,0.5512,0.273,"(3, 5, 17)"
Ridge Regression,1.7337,4.7262,2.1709,0.1652,0.6707,0.5882,0.269,"(3, 5, 17)"
Bayesian Ridge,1.7744,4.849,2.1994,0.1431,0.6785,0.6166,0.274,"(3, 5, 17)"
AdaBoost Regressor,1.8037,4.6344,2.1515,0.1802,0.706,0.7129,0.326,"(3, 5, 17)"
Orthogonal Matching Pursuit,1.9003,5.346,2.3104,0.055,0.7025,0.6916,0.272,"(3, 5, 17)"
Elastic Net,1.908,5.3792,2.3179,0.049,0.706,0.6944,0.268,"(3, 5, 17)"
Lasso Regression,1.9238,5.4605,2.3356,0.0346,0.7113,0.7011,0.268,"(3, 5, 17)"
Lasso Least Angle Regression,1.9238,5.4605,2.3356,0.0346,0.7113,0.7011,0.271,"(3, 5, 17)"
Huber Regressor,1.9338,5.9381,2.4352,-0.0491,0.6963,0.6153,0.276,"(3, 5, 17)"
Dummy Regressor,1.978,5.6735,2.3806,-0.0027,0.7228,0.7273,0.276,"(3, 5, 17)"
Passive Aggressive Regressor,2.65,10.1817,3.1808,-0.7943,0.9522,1.1856,0.273,"(3, 5, 17)"
Least Angle Regression,73255.4619,52495303617.1377,101192.6946,-8812741718.6279,5.1483,36836.3183,0.275,"(3, 5, 17)"
K Neighbors Regressor,0.27,0.2445,0.49,0.952,0.1853,0.108,0.28,"(3, 6, 8)"
Random Forest Regressor,0.9193,1.6746,1.2912,0.6715,0.4461,0.3027,0.866,"(3, 6, 8)"
Decision Tree Regressor,0.9492,3.0508,1.7409,0.4004,0.5582,0.3607,0.281,"(3, 6, 8)"
Light Gradient Boosting Machine,0.9508,1.7193,1.3087,0.6627,0.4537,0.3428,0.348,"(3, 6, 8)"
Extra Trees Regressor,0.9514,1.7179,1.3077,0.6628,0.4505,0.3299,0.398,"(3, 6, 8)"
Gradient Boosting Regressor,1.1382,2.2759,1.5068,0.5516,0.5168,0.3893,0.625,"(3, 6, 8)"
Linear Regression,1.5482,3.9059,1.9725,0.2328,0.6333,0.5636,0.266,"(3, 6, 8)"
Ridge Regression,1.6144,4.1593,2.0363,0.1827,0.6472,0.5738,0.268,"(3, 6, 8)"
Bayesian Ridge,1.6271,4.2155,2.0501,0.1716,0.6498,0.581,0.276,"(3, 6, 8)"
Orthogonal Matching Pursuit,1.7505,4.6997,2.1654,0.076,0.684,0.638,0.273,"(3, 6, 8)"
Elastic Net,1.7668,4.7288,2.1723,0.0703,0.6901,0.6396,0.268,"(3, 6, 8)"
AdaBoost Regressor,1.7674,4.3759,2.0901,0.1367,0.7224,0.7231,0.33,"(3, 6, 8)"
Lasso Regression,1.7897,4.8059,2.1901,0.055,0.698,0.6458,0.276,"(3, 6, 8)"
Lasso Least Angle Regression,1.7897,4.8059,2.1901,0.055,0.698,0.6458,0.279,"(3, 6, 8)"
Huber Regressor,1.8029,5.2545,2.2892,-0.0322,0.6888,0.5707,0.274,"(3, 6, 8)"
Dummy Regressor,1.8773,5.1224,2.2615,-0.0077,0.7197,0.6866,0.285,"(3, 6, 8)"
Passive Aggressive Regressor,2.174,8.3235,2.8628,-0.6416,0.9028,0.7315,0.274,"(3, 6, 8)"
Least Angle Regression,78134.2579,54056443004.1609,105391.4637,-10876851177.426,5.2314,38939.1909,0.274,"(3, 6, 8)"
K Neighbors Regressor,0.2474,0.1915,0.4365,0.9595,0.1732,0.1072,0.27,"(3, 6, 9)"
Random Forest Regressor,0.8261,1.4431,1.1989,0.6954,0.4275,0.2579,0.782,"(3, 6, 9)"
Light Gradient Boosting Machine,0.8482,1.4316,1.1941,0.6969,0.4277,0.2995,0.332,"(3, 6, 9)"
Extra Trees Regressor,0.8735,1.5401,1.2382,0.6747,0.4322,0.2962,0.396,"(3, 6, 9)"
Decision Tree Regressor,0.9605,3.0491,1.7387,0.357,0.5727,0.3709,0.274,"(3, 6, 9)"
Gradient Boosting Regressor,1.0952,2.1646,1.4677,0.544,0.5092,0.3613,0.587,"(3, 6, 9)"
Linear Regression,1.4475,3.451,1.8541,0.2727,0.613,0.5316,0.271,"(3, 6, 9)"
Bayesian Ridge,1.5342,3.748,1.9323,0.21,0.6354,0.5457,0.273,"(3, 6, 9)"
Ridge Regression,1.5507,3.8006,1.9458,0.199,0.6373,0.5552,0.268,"(3, 6, 9)"
AdaBoost Regressor,1.5864,3.6192,1.9005,0.2349,0.6694,0.6038,0.328,"(3, 6, 9)"
Orthogonal Matching Pursuit,1.6896,4.3768,2.0882,0.0783,0.6735,0.6228,0.256,"(3, 6, 9)"
Elastic Net,1.7006,4.403,2.0945,0.0728,0.6781,0.6217,0.269,"(3, 6, 9)"
Huber Regressor,1.7129,4.7508,2.1755,-0.0003,0.6716,0.5571,0.271,"(3, 6, 9)"
Lasso Regression,1.721,4.4752,2.1118,0.0576,0.6853,0.6285,0.27,"(3, 6, 9)"
Lasso Least Angle Regression,1.721,4.4752,2.1118,0.0576,0.6853,0.6285,0.268,"(3, 6, 9)"
Dummy Regressor,1.8185,4.75,2.1769,-0.0018,0.7072,0.6801,0.268,"(3, 6, 9)"
Passive Aggressive Regressor,1.9366,6.3331,2.4937,-0.327,0.7789,0.6743,0.271,"(3, 6, 9)"
Least Angle Regression,1285.6752,21689709.9454,1963.4275,-4609514.5548,3.033,695.0983,0.276,"(3, 6, 9)"
K Neighbors Regressor,0.2693,0.235,0.4757,0.9569,0.184,0.1045,0.269,"(3, 6, 10)"
Extra Trees Regressor,0.9354,1.7227,1.307,0.6839,0.4429,0.3031,0.398,"(3, 6, 10)"
Light Gradient Boosting Machine,0.947,1.7412,1.3161,0.6795,0.4487,0.3223,0.346,"(3, 6, 10)"
Random Forest Regressor,0.9983,1.9403,1.3887,0.6429,0.469,0.314,0.829,"(3, 6, 10)"
Gradient Boosting Regressor,1.2024,2.5641,1.5985,0.527,0.5289,0.3849,0.594,"(3, 6, 10)"
Decision Tree Regressor,1.2067,3.8697,1.9494,0.2855,0.6273,0.4715,0.262,"(3, 6, 10)"
Linear Regression,1.5313,3.8812,1.9682,0.2825,0.6216,0.5485,0.263,"(3, 6, 10)"
Bayesian Ridge,1.588,4.0874,2.0199,0.2445,0.6371,0.5488,0.271,"(3, 6, 10)"
Ridge Regression,1.6176,4.1781,2.0421,0.2277,0.642,0.5687,0.267,"(3, 6, 10)"
AdaBoost Regressor,1.8314,4.5822,2.14,0.1513,0.7268,0.7462,0.336,"(3, 6, 10)"
Orthogonal Matching Pursuit,1.8382,5.0393,2.2435,0.0685,0.6978,0.6741,0.269,"(3, 6, 10)"
Elastic Net,1.8567,5.0724,2.2509,0.0628,0.7038,0.6786,0.271,"(3, 6, 10)"
Lasso Regression,1.8801,5.1555,2.2692,0.0478,0.7119,0.688,0.28,"(3, 6, 10)"
Lasso Least Angle Regression,1.8801,5.1555,2.2692,0.0478,0.7119,0.688,0.268,"(3, 6, 10)"
Huber Regressor,1.8812,5.5761,2.3591,-0.0283,0.6984,0.595,0.271,"(3, 6, 10)"
Dummy Regressor,1.9695,5.4368,2.3301,-0.0034,0.732,0.7346,0.268,"(3, 6, 10)"
Passive Aggressive Regressor,2.898,11.8508,3.3635,-1.1647,0.9683,1.468,0.272,"(3, 6, 10)"
Least Angle Regression,23095.9544,7655528136.4099,30815.2172,-1438240436.7827,4.1842,12933.3406,0.281,"(3, 6, 10)"
K Neighbors Regressor,0.2562,0.2117,0.4553,0.9593,0.1845,0.1071,0.276,"(3, 6, 12)"
Extra Trees Regressor,0.9099,1.5713,1.2518,0.6946,0.4508,0.3008,0.398,"(3, 6, 12)"
Random Forest Regressor,0.936,1.7267,1.3115,0.6641,0.4638,0.2951,0.789,"(3, 6, 12)"
Light Gradient Boosting Machine,0.9543,1.7454,1.3189,0.6602,0.4637,0.3364,0.343,"(3, 6, 12)"
Decision Tree Regressor,1.0221,3.3726,1.8254,0.3421,0.5852,0.3921,0.276,"(3, 6, 12)"
Gradient Boosting Regressor,1.1612,2.3757,1.5391,0.5383,0.5295,0.3877,0.598,"(3, 6, 12)"
Linear Regression,1.556,3.9949,1.9974,0.2224,0.6423,0.5604,0.269,"(3, 6, 12)"
Ridge Regression,1.6293,4.2802,2.0674,0.1682,0.6562,0.5856,0.268,"(3, 6, 12)"
Bayesian Ridge,1.6472,4.3492,2.0841,0.155,0.6595,0.5978,0.268,"(3, 6, 12)"
AdaBoost Regressor,1.6899,4.0724,2.0163,0.2074,0.6978,0.6866,0.322,"(3, 6, 12)"
Huber Regressor,1.7577,5.3594,2.3131,-0.0401,0.6834,0.5533,0.269,"(3, 6, 12)"
Orthogonal Matching Pursuit,1.7629,4.8557,2.2023,0.0563,0.6895,0.6597,0.289,"(3, 6, 12)"
Elastic Net,1.7795,4.8861,2.2091,0.0508,0.695,0.6617,0.271,"(3, 6, 12)"
Lasso Regression,1.8029,4.9647,2.2267,0.036,0.7027,0.6699,0.27,"(3, 6, 12)"
Lasso Least Angle Regression,1.8029,4.9647,2.2267,0.036,0.7027,0.6699,0.264,"(3, 6, 12)"
Dummy Regressor,1.867,5.1828,2.275,-0.006,0.7185,0.7048,0.269,"(3, 6, 12)"
Passive Aggressive Regressor,3.1622,15.5425,3.6724,-1.9741,1.0674,1.5328,0.269,"(3, 6, 12)"
Least Angle Regression,10660.0639,1395370588.616,14769.6082,-284392438.2537,3.5574,5989.2793,0.268,"(3, 6, 12)"
K Neighbors Regressor,0.2416,0.1872,0.4285,0.9588,0.1769,0.1071,0.271,"(3, 6, 13)"
Random Forest Regressor,0.858,1.4749,1.2119,0.6777,0.4387,0.2759,0.843,"(3, 6, 13)"
Light Gradient Boosting Machine,0.8689,1.471,1.211,0.6768,0.4398,0.3084,0.331,"(3, 6, 13)"
Extra Trees Regressor,0.8984,1.5182,1.2288,0.6676,0.4434,0.3087,0.402,"(3, 6, 13)"
Decision Tree Regressor,0.9413,2.9685,1.708,0.3501,0.5584,0.3778,0.287,"(3, 6, 13)"
Gradient Boosting Regressor,1.0937,2.1132,1.4493,0.5396,0.5134,0.3633,0.613,"(3, 6, 13)"
Linear Regression,1.455,3.4976,1.8672,0.2351,0.6208,0.524,0.274,"(3, 6, 13)"
Ridge Regression,1.5198,3.7002,1.9214,0.1895,0.6353,0.5358,0.275,"(3, 6, 13)"
Bayesian Ridge,1.5304,3.7315,1.9296,0.1824,0.637,0.5421,0.272,"(3, 6, 13)"
AdaBoost Regressor,1.6298,3.7437,1.9333,0.1787,0.6883,0.648,0.34,"(3, 6, 13)"
Huber Regressor,1.6769,4.6416,2.1514,-0.0155,0.6701,0.5402,0.272,"(3, 6, 13)"
Orthogonal Matching Pursuit,1.6932,4.362,2.0861,0.0453,0.6804,0.6232,0.278,"(3, 6, 13)"
Elastic Net,1.7076,4.391,2.0931,0.039,0.6857,0.6246,0.282,"(3, 6, 13)"
Lasso Regression,1.7289,4.4696,2.1117,0.0218,0.6931,0.6309,0.273,"(3, 6, 13)"
Lasso Least Angle Regression,1.7289,4.4696,2.1117,0.0218,0.6931,0.6309,0.271,"(3, 6, 13)"
Dummy Regressor,1.7791,4.5933,2.1405,-0.0045,0.7033,0.664,0.271,"(3, 6, 13)"
Passive Aggressive Regressor,2.4487,8.6016,2.8195,-0.8876,0.9205,1.2071,0.274,"(3, 6, 13)"
Least Angle Regression,19535730.4821,8849009943928586.0,29807280.6259,-2172252779048185.5,7.3231,10479204.9609,0.267,"(3, 6, 13)"
K Neighbors Regressor,0.2573,0.2189,0.4621,0.9543,0.1884,0.1023,0.277,"(3, 6, 15)"
Random Forest Regressor,0.8337,1.5158,1.2255,0.683,0.436,0.2555,0.785,"(3, 6, 15)"
Extra Trees Regressor,0.8709,1.5035,1.2216,0.6852,0.437,0.2808,0.396,"(3, 6, 15)"
Decision Tree Regressor,0.8832,2.7215,1.6425,0.4259,0.5522,0.3392,0.278,"(3, 6, 15)"
Light Gradient Boosting Machine,0.8834,1.5484,1.2367,0.6777,0.443,0.3059,0.341,"(3, 6, 15)"
Gradient Boosting Regressor,1.0423,1.9681,1.3988,0.5868,0.4972,0.3392,0.595,"(3, 6, 15)"
Linear Regression,1.4601,3.6725,1.9095,0.2332,0.6199,0.514,0.269,"(3, 6, 15)"
Ridge Regression,1.52,3.8351,1.9511,0.1994,0.6324,0.5327,0.279,"(3, 6, 15)"
Bayesian Ridge,1.5322,3.8739,1.9614,0.1909,0.6353,0.5397,0.269,"(3, 6, 15)"
AdaBoost Regressor,1.6205,3.7725,1.9403,0.2062,0.6821,0.6513,0.346,"(3, 6, 15)"
Orthogonal Matching Pursuit,1.6881,4.4222,2.0975,0.0752,0.6715,0.627,0.271,"(3, 6, 15)"
Elastic Net,1.7025,4.4485,2.1044,0.0687,0.6761,0.6296,0.274,"(3, 6, 15)"
Huber Regressor,1.713,4.8431,2.1955,-0.0136,0.6703,0.5569,0.276,"(3, 6, 15)"
Lasso Regression,1.7239,4.5209,2.1221,0.0523,0.683,0.6379,0.274,"(3, 6, 15)"
Lasso Least Angle Regression,1.7239,4.5209,2.1221,0.0523,0.683,0.6379,0.274,"(3, 6, 15)"
Dummy Regressor,1.8157,4.8148,2.1907,-0.01,0.7032,0.686,0.265,"(3, 6, 15)"
Passive Aggressive Regressor,2.0732,7.5352,2.7154,-0.5813,0.85,0.7727,0.26,"(3, 6, 15)"
Least Angle Regression,6046.0208,410959120.2289,8504.6226,-88958701.2209,3.7415,3110.0162,0.271,"(3, 6, 15)"
K Neighbors Regressor,0.2403,0.1961,0.4393,0.9592,0.1743,0.1034,0.268,"(3, 6, 16)"
Light Gradient Boosting Machine,0.8574,1.3994,1.1814,0.7077,0.4237,0.3011,0.336,"(3, 6, 16)"
Random Forest Regressor,0.8627,1.4697,1.2103,0.6942,0.4358,0.2708,0.84,"(3, 6, 16)"
Extra Trees Regressor,0.8822,1.4605,1.2062,0.6971,0.4339,0.2918,0.404,"(3, 6, 16)"
Decision Tree Regressor,1.0172,3.4736,1.8598,0.2676,0.5956,0.384,0.27,"(3, 6, 16)"
Gradient Boosting Regressor,1.0881,2.0629,1.4337,0.5711,0.5083,0.3585,0.625,"(3, 6, 16)"
Linear Regression,1.5003,3.6836,1.9155,0.2356,0.6282,0.5404,0.273,"(3, 6, 16)"
Ridge Regression,1.5768,3.9568,1.9856,0.1798,0.6441,0.5636,0.276,"(3, 6, 16)"
Bayesian Ridge,1.5927,4.027,2.0032,0.1652,0.6472,0.5746,0.285,"(3, 6, 16)"
AdaBoost Regressor,1.6699,3.9714,1.9913,0.1726,0.6905,0.6483,0.32,"(3, 6, 16)"
Orthogonal Matching Pursuit,1.7252,4.5062,2.1197,0.0653,0.6809,0.6305,0.274,"(3, 6, 16)"
Elastic Net,1.74,4.536,2.1266,0.0594,0.6857,0.6321,0.274,"(3, 6, 16)"
Huber Regressor,1.7413,4.9055,2.21,-0.0148,0.678,0.5545,0.271,"(3, 6, 16)"
Lasso Regression,1.7621,4.6142,2.1447,0.0434,0.693,0.6397,0.267,"(3, 6, 16)"
Lasso Least Angle Regression,1.7621,4.6142,2.1447,0.0434,0.693,0.6397,0.269,"(3, 6, 16)"
Dummy Regressor,1.8367,4.8481,2.1989,-0.0059,0.7096,0.6807,0.271,"(3, 6, 16)"
Passive Aggressive Regressor,1.9951,6.0531,2.4324,-0.2574,0.7921,0.7864,0.285,"(3, 6, 16)"
Least Angle Regression,16771.8575,3691537460.42,23961.2847,-691888238.5579,4.8565,8211.7819,0.276,"(3, 6, 16)"
K Neighbors Regressor,0.2622,0.2182,0.4643,0.958,0.1842,0.11,0.272,"(3, 6, 17)"
Decision Tree Regressor,0.8256,2.3868,1.5371,0.5389,0.5108,0.3114,0.28,"(3, 6, 17)"
Random Forest Regressor,0.9164,1.6853,1.2944,0.6763,0.4493,0.2854,0.839,"(3, 6, 17)"
Light Gradient Boosting Machine,0.9262,1.6415,1.2761,0.6834,0.447,0.3153,0.346,"(3, 6, 17)"
Extra Trees Regressor,0.9496,1.7489,1.319,0.6632,0.4575,0.3143,0.405,"(3, 6, 17)"
Gradient Boosting Regressor,1.1476,2.3477,1.5301,0.5483,0.5265,0.3725,0.604,"(3, 6, 17)"
Linear Regression,1.5406,3.9755,1.9929,0.2323,0.6392,0.5496,0.271,"(3, 6, 17)"
Ridge Regression,1.6202,4.2284,2.0546,0.1852,0.654,0.5784,0.275,"(3, 6, 17)"
Bayesian Ridge,1.6434,4.317,2.0758,0.1683,0.6586,0.5933,0.269,"(3, 6, 17)"
AdaBoost Regressor,1.7332,4.3058,2.0736,0.1691,0.7082,0.6773,0.3,"(3, 6, 17)"
Orthogonal Matching Pursuit,1.7883,4.8551,2.2005,0.0668,0.6936,0.6651,0.271,"(3, 6, 17)"
