Model,MAE,MSE,RMSE,R2,RMSLE,MAPE,TT (Sec),Training Subjects
AdaBoost Regressor,1.9199,5.0832,2.253,0.1514,0.7434,0.7204,0.341,"(3, 8, 10)"
Lasso Regression,1.9362,5.48,2.3392,0.0845,0.7221,0.6563,0.291,"(3, 8, 10)"
Lasso Least Angle Regression,1.9362,5.48,2.3392,0.0845,0.7221,0.6563,0.299,"(3, 8, 10)"
K Neighbors Regressor,1.9488,5.9946,2.4469,-0.0039,0.7359,0.6829,0.293,"(3, 8, 10)"
Dummy Regressor,2.0666,6.0614,2.4602,-0.0095,0.7539,0.7205,0.255,"(3, 8, 10)"
Passive Aggressive Regressor,5.1055,37.8603,6.0542,-5.4211,1.2786,2.5807,0.285,"(3, 8, 10)"
Least Angle Regression,9028831.2672,1699067777106496.8,13050960.6441,-283862203917976.4,6.3553,4047795.3794,0.308,"(3, 8, 10)"
Extra Trees Regressor,1.1624,2.5163,1.5821,0.5474,0.5178,0.3864,0.382,"(3, 8, 12)"
Light Gradient Boosting Machine,1.2289,2.7513,1.655,0.5041,0.5332,0.4305,0.342,"(3, 8, 12)"
Random Forest Regressor,1.2695,2.9095,1.6988,0.4806,0.5476,0.42,0.721,"(3, 8, 12)"
Gradient Boosting Regressor,1.3881,3.3234,1.8168,0.4045,0.5793,0.4693,0.532,"(3, 8, 12)"
Decision Tree Regressor,1.6316,6.0216,2.4459,-0.0922,0.7441,0.6251,0.29,"(3, 8, 12)"
Linear Regression,1.6708,4.4391,2.1032,0.199,0.6569,0.5979,0.316,"(3, 8, 12)"
Ridge Regression,1.73,4.719,2.1684,0.1505,0.6724,0.6039,0.302,"(3, 8, 12)"
Bayesian Ridge,1.7426,4.77,2.18,0.1419,0.6759,0.6069,0.284,"(3, 8, 12)"
Huber Regressor,1.7487,5.2055,2.2737,0.0703,0.6717,0.5535,0.328,"(3, 8, 12)"
Orthogonal Matching Pursuit,1.8277,5.1399,2.2618,0.0785,0.6991,0.6384,0.31,"(3, 8, 12)"
AdaBoost Regressor,1.8529,4.826,2.1934,0.1284,0.7331,0.7418,0.336,"(3, 8, 12)"
Elastic Net,1.8546,5.1979,2.2741,0.0692,0.7063,0.6531,0.29,"(3, 8, 12)"
Lasso Regression,1.8763,5.2685,2.2895,0.0566,0.7133,0.661,0.302,"(3, 8, 12)"
Lasso Least Angle Regression,1.8763,5.2685,2.2895,0.0566,0.7133,0.661,0.29,"(3, 8, 12)"
K Neighbors Regressor,1.9124,5.8811,2.4221,-0.0615,0.7248,0.7038,0.315,"(3, 8, 12)"
Dummy Regressor,1.9629,5.6772,2.3751,-0.0134,0.7351,0.7116,0.317,"(3, 8, 12)"
Passive Aggressive Regressor,2.2905,8.8761,2.9095,-0.595,0.8209,0.8414,0.286,"(3, 8, 12)"
Least Angle Regression,1618782.2296,62915896325688.336,2602455.4138,-8808073970889.4,6.187,781980.1083,0.319,"(3, 8, 12)"
Extra Trees Regressor,1.0811,2.1768,1.4662,0.585,0.4877,0.3685,0.381,"(3, 8, 13)"
Light Gradient Boosting Machine,1.1476,2.4647,1.5619,0.5301,0.5105,0.4117,0.319,"(3, 8, 13)"
Random Forest Regressor,1.1912,2.5655,1.5926,0.5121,0.5216,0.4021,0.731,"(3, 8, 13)"
Gradient Boosting Regressor,1.3067,2.97,1.7167,0.4322,0.5568,0.4506,0.529,"(3, 8, 13)"
Decision Tree Regressor,1.4649,5.052,2.2381,0.0351,0.6886,0.5782,0.268,"(3, 8, 13)"
Linear Regression,1.5839,4.1162,2.0234,0.211,0.6393,0.5624,0.294,"(3, 8, 13)"
Ridge Regression,1.6292,4.2784,2.0628,0.18,0.6497,0.5653,0.311,"(3, 8, 13)"
Bayesian Ridge,1.6408,4.313,2.0714,0.1733,0.6529,0.5673,0.265,"(3, 8, 13)"
Huber Regressor,1.6831,4.7861,2.1817,0.0833,0.6569,0.5457,0.294,"(3, 8, 13)"
AdaBoost Regressor,1.7491,4.325,2.0745,0.1703,0.706,0.6998,0.338,"(3, 8, 13)"
Orthogonal Matching Pursuit,1.782,4.8298,2.1931,0.0728,0.6918,0.6351,0.279,"(3, 8, 13)"
Elastic Net,1.8046,4.9201,2.2132,0.0567,0.696,0.6445,0.318,"(3, 8, 13)"
K Neighbors Regressor,1.8214,5.429,2.3244,-0.0429,0.7121,0.6669,0.293,"(3, 8, 13)"
Lasso Regression,1.8231,4.9849,2.2277,0.0445,0.7023,0.6516,0.337,"(3, 8, 13)"
Lasso Least Angle Regression,1.8231,4.9849,2.2277,0.0445,0.7023,0.6516,0.296,"(3, 8, 13)"
Dummy Regressor,1.892,5.2629,2.2885,-0.0075,0.7179,0.6899,0.306,"(3, 8, 13)"
Passive Aggressive Regressor,2.2815,8.303,2.8384,-0.5735,0.8452,0.9284,0.257,"(3, 8, 13)"
Least Angle Regression,18405.7784,2933747830.2134,26669.2363,-591472055.8245,4.7535,8603.244,0.294,"(3, 8, 13)"
Extra Trees Regressor,1.1506,2.4887,1.5727,0.5529,0.5221,0.3537,0.382,"(3, 8, 15)"
Light Gradient Boosting Machine,1.2111,2.7303,1.6492,0.5098,0.5423,0.4039,0.324,"(3, 8, 15)"
Random Forest Regressor,1.2459,2.8508,1.6864,0.4874,0.5504,0.3877,0.712,"(3, 8, 15)"
Gradient Boosting Regressor,1.3323,3.1373,1.7697,0.435,0.5774,0.4207,0.553,"(3, 8, 15)"
Decision Tree Regressor,1.5926,5.6438,2.3684,-0.016,0.7328,0.6159,0.271,"(3, 8, 15)"
Linear Regression,1.6244,4.3282,2.0769,0.2238,0.6534,0.5497,0.287,"(3, 8, 15)"
Ridge Regression,1.6573,4.4515,2.107,0.2016,0.6617,0.5556,0.308,"(3, 8, 15)"
Bayesian Ridge,1.6718,4.4906,2.1161,0.1948,0.6638,0.5587,0.307,"(3, 8, 15)"
Huber Regressor,1.7091,4.8041,2.1888,0.1384,0.6685,0.549,0.308,"(3, 8, 15)"
Orthogonal Matching Pursuit,1.7822,4.885,2.2079,0.123,0.6948,0.6057,0.302,"(3, 8, 15)"
Elastic Net,1.8101,4.9719,2.2276,0.1076,0.699,0.6179,0.317,"(3, 8, 15)"
Lasso Regression,1.8275,5.0157,2.2375,0.0998,0.7039,0.6258,0.294,"(3, 8, 15)"
Lasso Least Angle Regression,1.8275,5.0157,2.2375,0.0998,0.7039,0.6258,0.314,"(3, 8, 15)"
AdaBoost Regressor,1.8431,4.7906,2.1878,0.1382,0.7431,0.7148,0.363,"(3, 8, 15)"
K Neighbors Regressor,1.8984,5.7476,2.395,-0.032,0.7323,0.683,0.303,"(3, 8, 15)"
Dummy Regressor,1.9548,5.5841,2.362,-0.0031,0.7365,0.6899,0.272,"(3, 8, 15)"
Passive Aggressive Regressor,2.5959,11.0571,3.1214,-0.9653,0.8717,1.1319,0.327,"(3, 8, 15)"
Least Angle Regression,183098.1883,278007036688.1396,256404.4104,-50719765104.155,6.7491,82808.8985,0.29,"(3, 8, 15)"
Extra Trees Regressor,1.0857,2.119,1.4517,0.5924,0.4894,0.3562,0.401,"(3, 8, 16)"
Light Gradient Boosting Machine,1.1345,2.3387,1.5252,0.5461,0.5032,0.4012,0.374,"(3, 8, 16)"
Random Forest Regressor,1.2112,2.5997,1.6041,0.502,0.5269,0.3979,0.715,"(3, 8, 16)"
Gradient Boosting Regressor,1.2922,2.8677,1.6889,0.4482,0.5523,0.4292,0.543,"(3, 8, 16)"
Linear Regression,1.5506,3.8587,1.9619,0.2545,0.6274,0.5577,0.281,"(3, 8, 16)"
Decision Tree Regressor,1.571,5.3416,2.2915,-0.024,0.7247,0.6071,0.28,"(3, 8, 16)"
Ridge Regression,1.5994,4.1105,2.0227,0.2112,0.6416,0.5539,0.28,"(3, 8, 16)"
Bayesian Ridge,1.6173,4.1897,2.042,0.1961,0.6465,0.5563,0.303,"(3, 8, 16)"
Huber Regressor,1.6647,4.6032,2.1401,0.1173,0.6542,0.5396,0.306,"(3, 8, 16)"
Orthogonal Matching Pursuit,1.7291,4.6571,2.1537,0.1061,0.6812,0.5922,0.269,"(3, 8, 16)"
AdaBoost Regressor,1.749,4.3421,2.0813,0.1628,0.7152,0.6662,0.363,"(3, 8, 16)"
Elastic Net,1.7511,4.6952,2.1618,0.1,0.688,0.5976,0.297,"(3, 8, 16)"
Lasso Regression,1.7752,4.7662,2.1777,0.0871,0.6951,0.6065,0.311,"(3, 8, 16)"
Lasso Least Angle Regression,1.7752,4.7662,2.1777,0.0871,0.6951,0.6065,0.286,"(3, 8, 16)"
K Neighbors Regressor,1.8052,5.1889,2.2692,0.0087,0.7059,0.6413,0.291,"(3, 8, 16)"
Dummy Regressor,1.9005,5.2931,2.2949,-0.0128,0.7245,0.6731,0.297,"(3, 8, 16)"
Passive Aggressive Regressor,2.9024,13.3362,3.5528,-1.6396,0.9746,1.2681,0.278,"(3, 8, 16)"
Least Angle Regression,4572.3837,168065870.3679,6573.6056,-35037236.6743,5.1331,2165.9162,0.308,"(3, 8, 16)"
Extra Trees Regressor,1.1278,2.3121,1.5188,0.606,0.4952,0.3661,0.395,"(3, 8, 17)"
Light Gradient Boosting Machine,1.1979,2.6243,1.6175,0.5529,0.5206,0.4146,0.346,"(3, 8, 17)"
Random Forest Regressor,1.2707,2.8192,1.6762,0.5199,0.5387,0.4101,0.694,"(3, 8, 17)"
Gradient Boosting Regressor,1.3534,3.1548,1.7721,0.4629,0.5646,0.4442,0.55,"(3, 8, 17)"
Decision Tree Regressor,1.617,6.0122,2.4449,-0.0258,0.7259,0.6223,0.281,"(3, 8, 17)"
Linear Regression,1.6435,4.3437,2.0822,0.26,0.6455,0.5764,0.319,"(3, 8, 17)"
Ridge Regression,1.7083,4.6022,2.1432,0.2164,0.663,0.5858,0.304,"(3, 8, 17)"
Bayesian Ridge,1.7254,4.6795,2.1608,0.2035,0.6681,0.5888,0.295,"(3, 8, 17)"
Huber Regressor,1.7784,5.1168,2.2593,0.1295,0.6766,0.5755,0.299,"(3, 8, 17)"
Orthogonal Matching Pursuit,1.8574,5.2224,2.2835,0.1104,0.705,0.6418,0.294,"(3, 8, 17)"
Elastic Net,1.8926,5.3251,2.3058,0.0933,0.7103,0.6615,0.286,"(3, 8, 17)"
AdaBoost Regressor,1.8977,4.943,2.2227,0.1569,0.7395,0.7424,0.321,"(3, 8, 17)"
Lasso Regression,1.9146,5.3979,2.3214,0.0812,0.7169,0.67,0.289,"(3, 8, 17)"
Lasso Least Angle Regression,1.9146,5.3979,2.3214,0.0812,0.7169,0.67,0.28,"(3, 8, 17)"
K Neighbors Regressor,1.9688,6.0365,2.4551,-0.0285,0.7365,0.7095,0.288,"(3, 8, 17)"
Dummy Regressor,2.0322,5.9117,2.4299,-0.0062,0.7457,0.7255,0.288,"(3, 8, 17)"
Passive Aggressive Regressor,2.4303,9.045,2.9735,-0.5599,0.8663,0.9544,0.309,"(3, 8, 17)"
Least Angle Regression,11723.4114,1531464562.0863,16908.4874,-259409261.2941,5.4598,5203.9095,0.313,"(3, 8, 17)"
Extra Trees Regressor,1.1596,2.5364,1.5876,0.5493,0.5115,0.3554,0.389,"(3, 9, 10)"
Light Gradient Boosting Machine,1.2046,2.7196,1.6455,0.5165,0.524,0.3949,0.362,"(3, 9, 10)"
Random Forest Regressor,1.2406,2.8475,1.6826,0.4939,0.5377,0.3795,0.649,"(3, 9, 10)"
Gradient Boosting Regressor,1.3505,3.2105,1.7854,0.4305,0.5629,0.4354,0.505,"(3, 9, 10)"
Linear Regression,1.561,4.0177,2.0021,0.2842,0.6193,0.5736,0.312,"(3, 9, 10)"
Decision Tree Regressor,1.6361,5.9848,2.4419,-0.0753,0.7324,0.6126,0.294,"(3, 9, 10)"
Bayesian Ridge,1.6473,4.3986,2.0952,0.2169,0.647,0.5745,0.303,"(3, 9, 10)"
Ridge Regression,1.656,4.425,2.1015,0.2121,0.6492,0.5779,0.318,"(3, 9, 10)"
Huber Regressor,1.7607,5.1826,2.2743,0.0772,0.6631,0.5778,0.275,"(3, 9, 10)"
Orthogonal Matching Pursuit,1.8197,5.086,2.2527,0.0951,0.6867,0.6621,0.29,"(3, 9, 10)"
K Neighbors Regressor,1.8322,5.4925,2.342,0.0202,0.7116,0.6626,0.276,"(3, 9, 10)"
Elastic Net,1.8421,5.1291,2.2623,0.0875,0.6937,0.6672,0.291,"(3, 9, 10)"
AdaBoost Regressor,1.8649,4.7373,2.1731,0.157,0.7212,0.76,0.372,"(3, 9, 10)"
Lasso Regression,1.8652,5.2021,2.2784,0.0745,0.7002,0.6767,0.281,"(3, 9, 10)"
Lasso Least Angle Regression,1.8652,5.2021,2.2784,0.0745,0.7002,0.6767,0.278,"(3, 9, 10)"
Dummy Regressor,1.9939,5.6641,2.3781,-0.0086,0.729,0.7576,0.31,"(3, 9, 10)"
Passive Aggressive Regressor,2.3541,8.5414,2.8848,-0.5215,0.8362,1.0736,0.32,"(3, 9, 10)"
Least Angle Regression,20091.7184,5121490344.1449,28849.5047,-913807159.6516,4.7743,12023.8387,0.293,"(3, 9, 10)"
Extra Trees Regressor,1.0655,2.2549,1.4995,0.5783,0.4881,0.3629,0.394,"(3, 9, 12)"
Light Gradient Boosting Machine,1.1107,2.398,1.5467,0.5491,0.4978,0.4084,0.36,"(3, 9, 12)"
Random Forest Regressor,1.1552,2.59,1.6065,0.5172,0.517,0.3858,0.671,"(3, 9, 12)"
Gradient Boosting Regressor,1.2657,3.0233,1.7345,0.4361,0.5504,0.4313,0.504,"(3, 9, 12)"
Decision Tree Regressor,1.5144,5.571,2.3488,-0.0367,0.7033,0.6114,0.293,"(3, 9, 12)"
Linear Regression,1.5515,4.0231,2.0002,0.2552,0.6241,0.6047,0.282,"(3, 9, 12)"
Huber Regressor,1.6322,5.0031,2.2294,0.0767,0.6425,0.5397,0.308,"(3, 9, 12)"
Ridge Regression,1.6365,4.4331,2.1008,0.179,0.6511,0.6094,0.256,"(3, 9, 12)"
Bayesian Ridge,1.6512,4.5053,2.1173,0.1661,0.6548,0.6145,0.287,"(3, 9, 12)"
Orthogonal Matching Pursuit,1.721,4.8487,2.1966,0.1022,0.6773,0.6447,0.302,"(3, 9, 12)"
Elastic Net,1.7449,4.8926,2.2065,0.0948,0.6811,0.6501,0.301,"(3, 9, 12)"
K Neighbors Regressor,1.7453,5.3266,2.3005,0.015,0.693,0.6573,0.279,"(3, 9, 12)"
Lasso Regression,1.766,4.9589,2.2216,0.0826,0.6874,0.6568,0.295,"(3, 9, 12)"
Lasso Least Angle Regression,1.766,4.9589,2.2216,0.0826,0.6874,0.6568,0.278,"(3, 9, 12)"
AdaBoost Regressor,1.7767,4.5081,2.1217,0.1567,0.7185,0.7566,0.345,"(3, 9, 12)"
Dummy Regressor,1.8757,5.4272,2.326,-0.0061,0.7163,0.7147,0.299,"(3, 9, 12)"
Passive Aggressive Regressor,2.7519,14.091,3.5032,-1.5456,0.9194,1.2877,0.297,"(3, 9, 12)"
Least Angle Regression,11524.0464,3079717990.1974,17777.3851,-523427333.5372,3.5626,5571.6927,0.29,"(3, 9, 12)"
Extra Trees Regressor,1.0087,1.8812,1.3673,0.5994,0.4662,0.3645,0.403,"(3, 9, 13)"
Light Gradient Boosting Machine,1.0464,2.0844,1.4384,0.5541,0.4808,0.3995,0.334,"(3, 9, 13)"
Random Forest Regressor,1.0788,2.1572,1.4632,0.5421,0.4888,0.3817,0.701,"(3, 9, 13)"
Gradient Boosting Regressor,1.2015,2.5721,1.5991,0.4544,0.5275,0.4349,0.519,"(3, 9, 13)"
Decision Tree Regressor,1.3944,4.5999,2.1388,0.0158,0.6654,0.5655,0.295,"(3, 9, 13)"
Linear Regression,1.4384,3.4504,1.8538,0.2663,0.6049,0.5642,0.289,"(3, 9, 13)"
Ridge Regression,1.5228,3.7536,1.9328,0.2033,0.6268,0.5748,0.262,"(3, 9, 13)"
Bayesian Ridge,1.5341,3.7927,1.9427,0.1953,0.6287,0.5782,0.286,"(3, 9, 13)"
Huber Regressor,1.5808,4.3705,2.0816,0.0789,0.6344,0.547,0.299,"(3, 9, 13)"
Orthogonal Matching Pursuit,1.6354,4.2445,2.054,0.1017,0.6569,0.6228,0.287,"(3, 9, 13)"
K Neighbors Regressor,1.6641,4.6193,2.1472,0.0097,0.6836,0.6179,0.288,"(3, 9, 13)"
Elastic Net,1.6659,4.3056,2.0689,0.0884,0.6659,0.6283,0.29,"(3, 9, 13)"
AdaBoost Regressor,1.6668,3.9078,1.9752,0.1621,0.6917,0.7154,0.385,"(3, 9, 13)"
Lasso Regression,1.6873,4.377,2.0858,0.0738,0.6726,0.6339,0.289,"(3, 9, 13)"
Lasso Least Angle Regression,1.6873,4.377,2.0858,0.0738,0.6726,0.6339,0.298,"(3, 9, 13)"
Dummy Regressor,1.7933,4.7824,2.1798,-0.0107,0.6986,0.6902,0.296,"(3, 9, 13)"
Passive Aggressive Regressor,2.3982,9.4535,2.9639,-1.0491,0.8559,1.1376,0.286,"(3, 9, 13)"
Least Angle Regression,1550697.8307,45535133080907.95,2490516.0821,-11943221387340.088,7.9772,867848.7381,0.282,"(3, 9, 13)"
Extra Trees Regressor,1.0392,2.1707,1.4701,0.5658,0.4829,0.3398,0.379,"(3, 9, 15)"
Light Gradient Boosting Machine,1.0871,2.2935,1.5111,0.5413,0.4931,0.3841,0.347,"(3, 9, 15)"
Random Forest Regressor,1.1047,2.3698,1.5364,0.5266,0.5031,0.3593,0.674,"(3, 9, 15)"
Gradient Boosting Regressor,1.2178,2.7712,1.6611,0.4473,0.5363,0.404,0.518,"(3, 9, 15)"
Decision Tree Regressor,1.3601,4.5819,2.1322,0.083,0.6717,0.5351,0.316,"(3, 9, 15)"
Linear Regression,1.4726,3.7557,1.9322,0.2531,0.6099,0.5483,0.261,"(3, 9, 15)"
Ridge Regression,1.5442,4.014,1.9963,0.2026,0.6298,0.5701,0.287,"(3, 9, 15)"
Bayesian Ridge,1.5614,4.0846,2.0133,0.1895,0.6349,0.5758,0.295,"(3, 9, 15)"
Huber Regressor,1.5859,4.4665,2.104,0.1175,0.6324,0.5484,0.291,"(3, 9, 15)"
Orthogonal Matching Pursuit,1.6528,4.4224,2.0968,0.1205,0.6567,0.6286,0.29,"(3, 9, 15)"
Elastic Net,1.6724,4.4552,2.1044,0.1148,0.6601,0.6307,0.306,"(3, 9, 15)"
Lasso Regression,1.6948,4.5215,2.12,0.1022,0.6673,0.6382,0.3,"(3, 9, 15)"
Lasso Least Angle Regression,1.6948,4.5215,2.12,0.1022,0.6673,0.6382,0.299,"(3, 9, 15)"
AdaBoost Regressor,1.6965,4.1026,2.0235,0.177,0.6982,0.7207,0.324,"(3, 9, 15)"
K Neighbors Regressor,1.748,5.1011,2.2529,-0.0151,0.6917,0.6732,0.299,"(3, 9, 15)"
Dummy Regressor,1.8435,5.087,2.2497,-0.0107,0.7056,0.7096,0.298,"(3, 9, 15)"
Passive Aggressive Regressor,3.4101,17.7093,4.1417,-2.6108,1.0688,1.8025,0.307,"(3, 9, 15)"
Least Angle Regression,70312022.7397,8.539698661132832e+16,92411512.5916,-1.7789503065791726e+16,4.9423,41122116.7392,0.292,"(3, 9, 15)"
Extra Trees Regressor,1.0385,2.0543,1.4281,0.5776,0.4765,0.3502,0.391,"(3, 9, 16)"
Light Gradient Boosting Machine,1.072,2.2037,1.4747,0.5484,0.4892,0.3903,0.355,"(3, 9, 16)"
Random Forest Regressor,1.1045,2.2967,1.5092,0.5283,0.5003,0.3654,0.685,"(3, 9, 16)"
Gradient Boosting Regressor,1.2027,2.6347,1.6171,0.4601,0.5329,0.4118,0.522,"(3, 9, 16)"
Decision Tree Regressor,1.4369,5.0155,2.2284,-0.0317,0.6834,0.5598,0.293,"(3, 9, 16)"
Linear Regression,1.442,3.4486,1.855,0.2896,0.606,0.5507,0.277,"(3, 9, 16)"
Ridge Regression,1.5266,3.8002,1.9474,0.219,0.6308,0.5641,0.295,"(3, 9, 16)"
Bayesian Ridge,1.5475,3.8797,1.9678,0.203,0.6344,0.5697,0.269,"(3, 9, 16)"
Huber Regressor,1.5906,4.3454,2.0824,0.1104,0.6348,0.545,0.282,"(3, 9, 16)"
Orthogonal Matching Pursuit,1.6443,4.2846,2.0686,0.1197,0.6573,0.6053,0.273,"(3, 9, 16)"
AdaBoost Regressor,1.6665,3.951,1.9857,0.1888,0.6917,0.6684,0.371,"(3, 9, 16)"
Elastic Net,1.669,4.3349,2.0807,0.1105,0.6649,0.6088,0.29,"(3, 9, 16)"
Lasso Regression,1.6931,4.4009,2.0963,0.0978,0.672,0.6162,0.309,"(3, 9, 16)"
Lasso Least Angle Regression,1.6931,4.4009,2.0963,0.0978,0.672,0.6162,0.3,"(3, 9, 16)"
K Neighbors Regressor,1.698,4.8482,2.1995,0.0054,0.6844,0.6212,0.295,"(3, 9, 16)"
Dummy Regressor,1.8269,4.9294,2.2166,-0.0054,0.7065,0.6855,0.289,"(3, 9, 16)"
Passive Aggressive Regressor,3.0371,15.4114,3.7605,-2.1978,1.036,1.4567,0.289,"(3, 9, 16)"
Least Angle Regression,64068.904,71564224200.7875,84747.4004,-15221526765.6274,3.2777,37859.2244,0.276,"(3, 9, 16)"
Light Gradient Boosting Machine,1.0775,2.3153,1.5186,0.578,0.492,0.3824,0.347,"(3, 9, 17)"
Extra Trees Regressor,1.0796,2.2767,1.5055,0.5855,0.4874,0.3576,0.405,"(3, 9, 17)"
Random Forest Regressor,1.1448,2.5196,1.584,0.541,0.5102,0.3709,0.689,"(3, 9, 17)"
Gradient Boosting Regressor,1.2627,2.8727,1.69,0.4771,0.5413,0.4298,0.504,"(3, 9, 17)"
Decision Tree Regressor,1.4183,4.9432,2.2193,0.0939,0.6897,0.544,0.286,"(3, 9, 17)"
Linear Regression,1.5638,4.0403,2.0072,0.264,0.6273,0.5849,0.284,"(3, 9, 17)"
Ridge Regression,1.6586,4.4499,2.1064,0.1882,0.6553,0.608,0.29,"(3, 9, 17)"
Bayesian Ridge,1.6862,4.5752,2.136,0.1652,0.6605,0.6183,0.286,"(3, 9, 17)"
Huber Regressor,1.7245,5.0251,2.2378,0.0859,0.6552,0.5929,0.278,"(3, 9, 17)"
Orthogonal Matching Pursuit,1.7931,4.9856,2.2305,0.0913,0.6817,0.6825,0.301,"(3, 9, 17)"
Elastic Net,1.8097,5.0095,2.2356,0.0875,0.6899,0.6808,0.299,"(3, 9, 17)"
Lasso Regression,1.8297,5.076,2.2503,0.0755,0.6961,0.6863,0.297,"(3, 9, 17)"
Lasso Least Angle Regression,1.8297,5.076,2.2503,0.0755,0.6961,0.6863,0.318,"(3, 9, 17)"
AdaBoost Regressor,1.8453,4.6303,2.1496,0.1545,0.7291,0.7965,0.388,"(3, 9, 17)"
K Neighbors Regressor,1.861,5.6031,2.3628,-0.0219,0.715,0.7068,0.303,"(3, 9, 17)"
Dummy Regressor,1.9534,5.5407,2.351,-0.0082,0.7261,0.7507,0.306,"(3, 9, 17)"
Passive Aggressive Regressor,3.5041,18.5816,4.2009,-2.4431,0.9979,1.8021,0.268,"(3, 9, 17)"
Least Angle Regression,10812.7033,2896878377.7444,17419.0899,-495026130.7506,3.5621,6888.7341,0.287,"(3, 9, 17)"
Extra Trees Regressor,1.1315,2.4383,1.5542,0.5972,0.5046,0.3582,0.403,"(3, 10, 12)"
Light Gradient Boosting Machine,1.2397,2.8451,1.6835,0.5288,0.5296,0.4258,0.325,"(3, 10, 12)"
Random Forest Regressor,1.2876,3.0245,1.7348,0.5015,0.5487,0.4047,0.645,"(3, 10, 12)"
Gradient Boosting Regressor,1.3942,3.4429,1.8503,0.4335,0.5812,0.4623,0.531,"(3, 10, 12)"
Decision Tree Regressor,1.6471,6.172,2.4734,-0.0118,0.7499,0.6203,0.33,"(3, 10, 12)"
Linear Regression,1.6539,4.5017,2.1161,0.2593,0.6556,0.5954,0.288,"(3, 10, 12)"
Ridge Regression,1.7009,4.6917,2.1602,0.2292,0.6663,0.5983,0.305,"(3, 10, 12)"
Bayesian Ridge,1.7027,4.702,2.1626,0.2275,0.667,0.5988,0.287,"(3, 10, 12)"
Huber Regressor,1.7988,5.6653,2.3721,0.0727,0.6819,0.5833,0.352,"(3, 10, 12)"
Orthogonal Matching Pursuit,1.8843,5.5295,2.3454,0.0929,0.7143,0.6834,0.268,"(3, 10, 12)"
Elastic Net,1.9215,5.6189,2.3646,0.0784,0.722,0.6959,0.309,"(3, 10, 12)"
K Neighbors Regressor,1.9402,6.163,2.4759,-0.012,0.7412,0.7116,0.282,"(3, 10, 12)"
Lasso Regression,1.9478,5.69,2.3797,0.0666,0.7289,0.7068,0.306,"(3, 10, 12)"
Lasso Least Angle Regression,1.9478,5.69,2.3797,0.0666,0.7289,0.7068,0.291,"(3, 10, 12)"
AdaBoost Regressor,1.9605,5.2273,2.2836,0.1371,0.763,0.8184,0.33,"(3, 10, 12)"
Dummy Regressor,2.0727,6.1855,2.4828,-0.0167,0.7584,0.7722,0.311,"(3, 10, 12)"
Passive Aggressive Regressor,2.9463,15.1691,3.7448,-1.5636,0.9589,1.3736,0.314,"(3, 10, 12)"
Least Angle Regression,281394.33,1144917272545.2007,340595.5244,-219116586490.3716,4.9476,150775.9789,0.28,"(3, 10, 12)"
Extra Trees Regressor,1.0566,2.1058,1.4492,0.6236,0.4774,0.3519,0.399,"(3, 10, 13)"
Light Gradient Boosting Machine,1.1143,2.3517,1.5294,0.5805,0.4933,0.3916,0.346,"(3, 10, 13)"
Random Forest Regressor,1.1635,2.5198,1.5832,0.5508,0.5126,0.3787,0.679,"(3, 10, 13)"
Gradient Boosting Regressor,1.2939,2.9178,1.7039,0.4796,0.5508,0.4365,0.515,"(3, 10, 13)"
Decision Tree Regressor,1.3965,4.7293,2.1628,0.158,0.6734,0.5278,0.287,"(3, 10, 13)"
Linear Regression,1.551,3.9758,1.9922,0.2904,0.6229,0.5684,0.293,"(3, 10, 13)"
Ridge Regression,1.6155,4.2322,2.0553,0.2446,0.6418,0.5755,0.271,"(3, 10, 13)"
Bayesian Ridge,1.6268,4.2802,2.0668,0.2363,0.6443,0.5823,0.287,"(3, 10, 13)"
Huber Regressor,1.7283,5.1065,2.2588,0.0875,0.6612,0.5716,0.281,"(3, 10, 13)"
Orthogonal Matching Pursuit,1.7839,4.8754,2.207,0.129,0.6793,0.6545,0.286,"(3, 10, 13)"
AdaBoost Regressor,1.8091,4.4652,2.112,0.2025,0.7123,0.748,0.35,"(3, 10, 13)"
Elastic Net,1.8509,5.1117,2.2598,0.087,0.7002,0.6812,0.273,"(3, 10, 13)"
K Neighbors Regressor,1.8665,5.5739,2.3598,0.0042,0.7192,0.6835,0.286,"(3, 10, 13)"
Lasso Regression,1.8746,5.1831,2.2756,0.0744,0.7072,0.6921,0.296,"(3, 10, 13)"
Lasso Least Angle Regression,1.8746,5.1831,2.2756,0.0744,0.7072,0.6921,0.253,"(3, 10, 13)"
Dummy Regressor,1.9904,5.6114,2.3682,-0.0024,0.7334,0.7518,0.313,"(3, 10, 13)"
Passive Aggressive Regressor,3.1408,15.6383,3.8563,-1.783,1.0102,1.6234,0.262,"(3, 10, 13)"
Least Angle Regression,4.6715730618360953e+176,inf,inf,-inf,46.3286,2.533986933707348e+176,0.289,"(3, 10, 13)"
Extra Trees Regressor,1.109,2.3956,1.5435,0.5976,0.5008,0.3325,0.377,"(3, 10, 15)"
Light Gradient Boosting Machine,1.1954,2.7503,1.6531,0.5368,0.5259,0.391,0.334,"(3, 10, 15)"
Random Forest Regressor,1.2323,2.8537,1.6858,0.5212,0.5391,0.3734,0.641,"(3, 10, 15)"
Gradient Boosting Regressor,1.3178,3.1423,1.7697,0.4727,0.5637,0.4201,0.532,"(3, 10, 15)"
Linear Regression,1.58,4.2638,2.0637,0.2843,0.6356,0.5565,0.309,"(3, 10, 15)"
